id type x y z 
587 2 6.182620 8.030780 9.534250 
1567 2 7.797250 3.291400 9.389100 
1620 2 4.944620 7.229350 8.092760 
1514 1 2.524980 6.106680 12.978400 
1272 2 3.341060 3.544530 8.092280 
110 1 7.498230 5.526340 2.827700 
1115 2 4.735790 4.076060 10.371000 
1701 1 12.671100 1.240420 10.749000 
507 2 3.230720 6.313210 0.896470 
285 1 5.290230 0.552531 9.401850 
753 1 7.726740 1.416690 4.370050 
1640 2 10.823800 0.098200 6.223860 
377 1 6.190470 2.637460 1.864060 
41 1 4.957500 12.275400 5.816220 
1429 1 8.047390 4.952910 5.876510 
188 2 5.040370 6.398000 5.697370 
228 2 1.994670 7.493290 2.224200 
1841 1 7.269870 11.237700 8.396310 
619 2 4.732770 10.230100 12.920500 
1717 1 -0.073480 1.545960 4.117480 
1685 1 9.736650 6.263290 1.843190 
1169 1 4.271670 1.842790 12.485900 
1047 2 2.135790 0.509427 3.380390 
287 2 1.223400 1.705400 11.251100 
1551 2 6.008660 1.539700 3.629290 
837 1 2.599700 12.166300 -0.032081 
1923 2 4.385790 0.149116 1.813670 
1063 2 6.431550 9.850360 1.706350 
122 1 8.720310 9.689830 11.213300 
732 2 2.172880 1.376460 3.233670 
1599 2 6.990440 9.501340 5.191640 
894 1 7.736680 1.309790 9.586770 
1015 2 9.581370 4.105590 0.736639 
1319 2 0.268723 0.046249 5.623220 
31 2 6.933000 4.201340 5.218660 
734 1 5.053280 9.363160 2.786270 
976 2 3.698930 3.282470 11.172000 
632 2 9.466660 10.669400 10.935700 
692 2 12.768500 0.393435 2.330750 
634 1 2.882370 2.651770 3.997520 
540 2 7.759910 5.002150 9.513430 
1004 2 1.692830 13.243600 11.724900 
381 1 9.556970 1.105150 9.895920 
1046 1 6.121590 11.880000 6.149880 
310 1 8.772270 12.042300 10.989400 
1109 1 11.853100 6.215070 10.437600 
898 1 6.229430 10.795100 3.532660 
1680 2 10.837300 3.412380 12.026300 
925 1 0.234724 12.552300 6.062990 
968 2 1.239570 9.544810 6.030550 
528 2 5.991610 3.896280 6.307220 
879 2 9.430470 6.480240 12.085900 
1476 2 8.629060 2.184270 0.544209 
1003 2 12.091700 9.701490 5.737410 
689 1 5.071530 4.461720 4.632750 
756 2 5.475490 11.503100 1.947530 
1435 2 9.555960 5.235220 6.103700 
800 2 1.035050 1.050110 9.516960 
1945 1 8.083290 3.114170 12.241400 
1105 1 11.682400 3.245770 3.678460 
21 1 7.051700 6.746000 11.509900 
1308 2 11.361200 2.780430 2.849510 
370 1 9.899430 0.709113 12.566200 
896 2 11.698000 7.009950 1.459640 
597 1 7.679730 8.795680 3.899360 
549 1 0.108588 11.987500 8.453050 
1333 1 13.379900 -0.020905 3.877580 
26 1 6.360360 4.961430 4.150220 
1898 1 0.884365 4.780080 11.824300 
858 1 5.648640 12.245500 0.446188 
931 2 8.771830 1.064650 2.975090 
1113 1 1.857960 6.524630 6.461860 
554 1 5.982730 5.588220 7.442810 
1543 2 1.678990 12.357500 8.819160 
1689 1 8.533630 9.821540 5.341630 
388 2 1.294560 4.392980 12.135900 
1602 1 2.889400 4.794130 6.854700 
1803 2 6.185610 11.763000 8.846380 
1291 2 5.985060 2.009420 7.224480 
602 1 10.270300 1.860550 5.165690 
928 2 5.932520 7.119320 10.449100 
606 1 12.267600 5.904330 0.806390 
1499 2 2.149570 6.346220 4.115440 
403 2 1.780410 8.605540 8.095740 
220 2 8.528490 2.249380 11.338600 
1426 1 6.960860 11.583400 11.384800 
649 1 0.457360 -0.022234 6.067960 
130 1 6.953050 3.327850 4.721360 
733 1 3.285590 3.031980 10.616700 
1552 2 10.389400 6.519450 6.622360 
1274 1 0.420557 1.274560 10.700900 
1719 2 3.351390 8.417120 0.179379 
438 1 2.254340 4.121600 9.086120 
849 1 5.940240 6.873040 1.448650 
126 1 2.060830 0.297161 9.168940 
1364 2 0.386772 4.695170 0.381994 
958 1 1.276140 8.980960 12.407800 
1436 2 1.536890 8.115240 5.339210 
1369 1 7.704430 6.643860 7.747990 
1276 2 11.821700 8.583420 7.116150 
348 2 8.183450 8.461640 4.817030 
1806 1 3.134430 11.256300 13.402000 
1478 1 12.628600 7.356070 9.431830 
805 1 12.467100 0.497447 6.538290 
1744 2 3.640070 10.339300 7.554220 
205 1 10.640300 5.971450 5.562230 
477 1 0.950570 6.863010 5.167080 
791 2 10.341900 6.941170 4.384770 
1114 1 12.488600 9.171120 7.383470 
80 2 7.355230 5.036780 3.526180 
1746 1 2.846610 3.138910 7.711200 
299 2 6.270090 6.443110 8.402950 
441 1 4.537480 7.022640 10.230400 
872 2 1.713460 10.854900 9.912690 
1768 2 12.149500 11.521800 3.374970 
371 2 10.743200 6.297380 1.078120 
1902 1 3.381950 9.933630 5.994880 
1572 2 0.229018 1.111070 11.404400 
631 2 3.098330 10.156700 5.179050 
956 2 6.863060 5.131790 8.328620 
229 1 -0.149152 9.590800 2.707490 
1257 1 11.247400 11.352400 9.153620 
1941 1 9.909470 12.191000 0.255091 
645 1 3.375050 4.678250 10.843700 
623 2 11.674300 3.284120 12.937800 
11 2 1.297770 8.109250 3.648480 
293 1 12.704900 12.695900 11.267500 
265 1 10.092800 0.128864 3.230000 
40 2 11.605400 12.636700 11.856800 
1799 2 12.695700 4.549650 1.024420 
1036 2 6.597690 12.233200 4.890590 
1607 2 4.839810 10.863900 5.926200 
89 1 0.667654 11.346800 9.973390 
1399 2 3.006530 12.380200 8.502440 
758 1 1.485720 12.436300 8.331620 
1209 1 9.072260 5.903000 9.076060 
2 1 0.763694 6.237540 8.530610 
119 2 3.222130 10.354200 3.712590 
361 1 0.396015 9.249620 6.442640 
1916 2 1.406300 6.936060 8.917410 
