id type x y z 
1835 2 1.029090 1.380450 5.649190 
79 2 0.422826 3.656370 9.140570 
848 2 12.103000 10.563200 1.365240 
847 2 12.103000 10.563200 1.365240 
1833 1 0.857726 0.628874 5.841540 
323 2 0.442514 9.300990 12.429800 
715 2 8.813770 10.998500 5.393020 
241 1 2.644760 1.723980 11.927900 
862 1 11.683000 9.587580 11.735100 
418 1 7.281800 4.385820 11.069700 
290 1 2.545240 10.801900 2.708460 
208 2 3.989170 1.970530 3.375190 
696 2 4.141490 11.502200 8.403690 
207 2 3.989170 1.970530 3.375190 
695 2 4.141490 11.502200 8.403690 
45 1 2.827760 5.484020 1.265920 
694 1 4.521310 11.010900 8.311040 
703 2 5.668610 10.615500 3.269880 
693 1 3.737230 12.190000 8.413620 
494 1 0.328736 12.171500 5.634440 
1188 2 9.964570 1.036000 1.388610 
1046 1 12.509300 7.317220 0.805089 
55 2 3.739860 7.716910 8.417560 
56 2 3.739860 7.716910 8.417560 
211 2 3.732770 2.375200 7.323470 
457 1 7.658100 7.493880 0.967551 
52 2 2.513630 5.758840 6.232430 
1004 2 13.197300 2.702110 0.252282 
914 1 11.134600 10.895100 7.592950 
639 2 9.354850 0.097585 12.120100 
393 1 10.101200 0.653630 8.591610 
54 1 4.006800 8.309850 8.657000 
214 1 8.955180 3.387570 8.366660 
212 2 3.732770 2.375200 7.323470 
47 2 2.337450 5.671480 0.651031 
503 2 9.175020 11.382400 12.252500 
463 2 5.305930 10.522100 11.860900 
702 1 5.240770 11.015200 3.617290 
822 1 7.103600 1.898890 1.127250 
668 2 9.930130 8.247190 2.906580 
667 2 9.930130 8.247190 2.906580 
48 2 2.337450 5.671480 0.651031 
901 1 7.443460 11.605900 8.899590 
1834 1 1.106940 1.983780 5.467510 
1872 2 0.289110 5.023470 3.699690 
1870 1 0.685737 4.635060 3.894710 
210 1 4.012360 3.128620 7.142770 
61 1 1.917750 5.240090 12.351500 
896 2 11.663300 7.496630 5.224170 
895 2 11.663300 7.496630 5.224170 
1186 1 10.134100 0.414287 1.531090 
894 1 11.844600 8.094700 5.483730 
893 1 11.540000 6.935350 4.877260 
213 1 8.384130 4.514660 8.438060 
716 2 8.813770 10.998500 5.393020 
704 2 5.668610 10.615500 3.269880 
324 2 0.442514 9.300990 12.429800 
846 1 12.123100 10.566100 2.025960 
845 1 12.042700 10.561600 0.703868 
225 1 4.707610 5.896020 3.309490 
226 1 4.895090 4.799600 2.740780 
227 2 4.631290 5.383210 2.943190 
228 2 4.631290 5.383210 2.943190 
229 1 6.574130 0.539282 7.175490 
230 1 7.218670 1.731010 6.981860 
231 2 6.809270 1.236330 7.053540 
232 2 6.809270 1.236330 7.053540 
233 1 8.364210 3.967450 4.330230 
234 1 8.874680 5.408560 4.167180 
235 2 8.705990 4.807610 4.242450 
236 2 8.705990 4.807610 4.242450 
609 1 9.124700 1.149270 3.436340 
396 2 9.533540 1.041950 9.098460 
610 1 9.263360 1.468970 4.833760 
998 1 13.015800 1.553300 10.376600 
291 2 2.253170 11.259400 2.521480 
713 1 8.638880 11.351500 5.947600 
645 1 8.910380 3.431930 0.351312 
249 1 6.263050 4.806270 6.758790 
250 1 5.346770 5.650910 6.272380 
251 2 5.839940 5.145250 6.399780 
252 2 5.839940 5.145250 6.399780 
257 1 4.664820 5.365320 10.347900 
258 1 4.386440 4.600330 11.459400 
259 2 4.516070 4.866930 10.869000 
260 2 4.516070 4.866930 10.869000 
640 2 9.354850 0.097585 12.120100 
499 2 2.295970 12.026700 11.674600 
1045 1 12.839400 6.390930 1.847810 
265 1 3.484060 9.929570 4.937920 
266 1 2.965800 10.710200 5.904000 
267 2 3.136110 10.333800 5.474230 
268 2 3.136110 10.333800 5.474230 
913 1 10.859300 10.060900 8.792800 
1836 2 1.029090 1.380450 5.649190 
487 2 6.013300 13.324400 5.535430 
906 1 8.818510 11.074200 1.764890 
277 1 2.655700 7.755500 11.437800 
278 1 3.517380 7.614240 12.425100 
279 2 3.059470 7.765750 11.976200 
280 2 3.059470 7.765750 11.976200 
1871 2 0.289110 5.023470 3.699690 
23 2 0.039967 2.814220 1.315620 
828 2 12.040900 4.095470 3.373260 
907 2 9.213410 11.308900 1.855590 
34 1 1.226210 -0.037652 9.309890 
395 2 9.533540 1.041950 9.098460 
459 2 7.249810 7.093560 1.295320 
905 1 9.754280 11.831300 1.874550 
292 2 2.253170 11.259400 2.521480 
421 1 6.046190 1.336100 9.420990 
1048 2 12.666800 6.740430 1.194050 
49 1 2.789730 6.162910 5.838200 
864 2 12.192600 9.859320 11.842800 
915 2 10.862200 10.547200 8.321420 
461 1 5.124700 10.090500 11.350600 
827 2 12.040900 4.095470 3.373260 
826 1 11.362700 4.331950 3.475590 
488 2 6.013300 13.324400 5.535430 
458 1 6.758430 6.625090 1.551990 
876 2 9.039700 7.554190 6.962020 
53 1 3.441470 7.113330 8.199010 
875 2 9.039700 7.554190 6.962020 
874 1 8.464960 7.960820 6.984920 
424 2 6.151280 1.507900 10.105800 
873 1 9.552810 7.225670 7.157550 
