id type x y z 
300 2 2.122460 9.182680 13.044400 
314 1 1.995870 12.049300 10.607100 
1831 2 2.469640 6.619930 6.580780 
1887 2 3.294880 12.494900 3.723950 
517 1 5.326990 9.486010 11.900400 
188 2 1.366770 3.006360 4.951200 
788 2 12.374000 1.762850 3.806040 
793 1 8.627220 1.719020 12.149400 
1822 1 2.921530 5.225560 1.943580 
316 2 2.621000 12.043100 10.688400 
21 1 3.296610 6.958860 1.970340 
200 2 0.353139 1.111430 12.031800 
1823 2 2.500380 6.191360 2.424960 
1885 1 3.886790 12.758000 3.526800 
903 2 11.848300 13.022000 3.933020 
199 2 -0.238773 1.185190 12.030600 
590 1 7.729350 4.299600 4.689000 
1830 1 2.256710 7.197470 7.015170 
263 2 6.969410 10.126800 1.648280 
859 2 11.025900 5.927320 10.181500 
240 2 5.317320 3.773240 11.789500 
781 1 11.481500 0.586203 0.912892 
1821 1 1.463970 6.217840 1.916480 
1315 2 13.126600 12.324500 10.894400 
206 1 5.712890 5.541040 5.358690 
208 2 5.662210 6.204820 5.424100 
1824 2 2.744750 6.269160 2.296370 
1997 1 0.559599 1.110190 10.556900 
382 1 7.601900 0.907179 4.636490 
166 1 4.415860 0.065683 3.855630 
221 1 4.932670 3.927250 3.042960 
1981 1 1.575000 1.386480 -0.178980 
229 1 5.720330 5.885370 8.789170 
230 1 4.896830 6.979100 9.221010 
231 2 5.332870 6.305350 9.094080 
232 2 5.229730 6.244910 8.908780 
435 2 8.479750 4.454760 13.008900 
661 1 10.504500 5.929730 3.490270 
2000 2 0.362627 0.989048 12.066400 
187 2 1.351310 2.909290 5.105580 
245 1 9.005270 11.965100 3.319550 
246 1 8.951950 11.338300 4.484910 
247 2 8.997350 11.603100 3.845440 
248 2 8.952920 11.546200 3.994710 
253 1 2.605440 9.191380 10.137300 
254 1 3.158570 8.236180 9.150130 
255 2 2.989030 8.694890 9.589420 
256 2 3.006850 8.647010 9.730120 
882 1 9.540380 12.022000 0.940990 
261 1 7.180340 9.587440 1.264630 
282 1 1.563670 13.211400 0.879312 
217 1 4.902460 3.624900 12.238100 
269 1 5.198090 9.072300 3.589790 
270 1 4.110760 9.244430 4.370440 
271 2 4.587640 9.097740 4.124360 
272 2 4.709240 9.134430 3.912130 
902 1 12.343800 12.790500 4.483060 
660 2 12.274100 2.979660 12.349700 
401 1 5.484390 1.369670 0.329169 
313 1 3.264280 11.904600 10.740000 
20 2 -0.047081 1.573690 11.949900 
1818 1 0.519840 2.823150 11.791200 
310 1 0.387272 13.136900 7.549760 
1841 1 2.543200 6.293400 3.328490 
185 1 1.935730 2.835710 5.890150 
290 1 3.364400 11.122100 6.981810 
291 2 2.984180 10.674100 6.779130 
292 2 2.852900 10.713900 6.893440 
19 2 0.095605 1.108370 12.264800 
64 2 0.534025 9.894590 3.984370 
222 1 5.429870 2.748230 2.576100 
1815 2 1.921440 4.098590 8.974550 
1814 1 1.438530 4.647960 8.753320 
699 2 9.229460 8.355380 8.076040 
315 2 2.413070 11.941700 10.669600 
186 1 1.658310 3.289490 4.258660 
616 2 8.806500 0.583247 11.891400 
787 2 12.164400 1.534740 3.791700 
373 1 4.421860 1.267470 10.902000 
695 2 7.918550 7.657440 11.206400 
1103 2 13.307800 12.871400 0.796387 
904 2 12.012200 13.176500 3.679510 
883 2 9.542320 12.539200 0.595973 
880 2 11.364900 8.883230 12.373600 
43 2 3.024810 10.400700 -0.089736 
894 1 6.463120 13.555400 10.377000 
518 1 5.962210 10.310700 12.972100 
1104 2 13.307600 12.726300 0.691784 
390 1 5.360530 3.132700 6.059680 
1832 2 2.319360 6.865000 6.629570 
238 1 5.775310 3.853280 11.240100 
592 2 8.234040 3.785150 5.167500 
1966 1 2.874750 0.709807 3.918960 
583 2 6.506740 1.190100 0.169009 
5 1 0.904347 1.866460 4.869240 
792 2 10.182100 1.339460 8.017050 
861 1 12.206600 9.737110 5.760790 
1858 1 1.194050 7.116370 11.326200 
62 1 0.902612 10.366500 3.309410 
1314 1 12.878800 12.889100 10.858000 
796 2 8.719270 0.736447 11.645900 
1316 2 13.036600 12.109500 10.893300 
210 1 5.708810 2.508560 7.428330 
841 1 11.470700 10.015200 2.371920 
789 1 10.730800 1.489680 6.711560 
843 2 11.599100 9.865510 1.411350 
1859 2 0.673174 6.379860 11.617000 
487 2 6.320000 11.390900 5.489630 
493 1 6.295900 10.352800 8.388520 
494 1 6.208590 10.155700 9.758300 
495 2 6.157890 10.115200 8.965890 
496 2 6.214130 10.281800 9.041900 
1080 2 12.208000 10.225000 8.699160 
442 1 6.212430 6.935420 2.850400 
392 2 4.757590 2.944380 6.892510 
