id type x y z 
19 2 2.427640 4.938300 12.371500 
830 1 12.022300 1.610860 6.234030 
1831 2 3.027310 5.076680 5.791390 
1803 2 1.845390 4.773570 0.556475 
1283 2 10.774200 5.118480 1.217680 
401 1 6.505340 4.244710 3.436800 
500 2 3.860180 11.891200 13.183300 
486 1 8.730950 10.733500 9.665090 
519 2 10.232400 7.343110 13.345000 
861 1 7.766930 7.804360 8.381310 
541 1 3.666700 1.093450 3.176520 
919 2 9.804110 10.434900 12.033300 
836 2 12.531600 3.192830 3.268940 
186 1 2.952000 3.529440 1.386640 
182 1 6.478850 7.823910 4.730610 
954 1 13.043700 13.582600 6.005490 
62 1 2.343940 11.121200 3.878910 
1830 1 2.845370 4.472180 5.516830 
204 2 8.989670 0.783564 4.738140 
1044 2 8.950810 9.213030 6.292280 
311 2 13.090200 10.409700 12.527600 
1509 1 12.722800 10.493400 9.512200 
812 2 10.307600 1.294920 1.632540 
1136 2 3.559270 8.106710 3.069190 
366 1 1.070620 4.685100 1.903940 
1135 2 3.556280 8.212870 3.240820 
1861 1 0.752167 9.302370 2.040930 
868 2 9.662590 10.801000 0.695902 
381 1 9.508850 0.753636 4.084770 
865 1 10.447900 10.348700 0.449446 
822 1 9.795910 3.922410 5.339550 
810 1 9.972750 1.195600 1.543590 
229 1 4.122620 5.595850 8.123890 
230 1 6.570490 7.233260 5.833300 
231 2 6.630720 7.316740 5.176140 
232 2 6.618720 7.436800 5.247150 
990 1 1.012540 0.733158 9.335640 
1872 2 13.052200 10.871700 0.209532 
322 1 8.745630 8.798350 1.815830 
551 2 1.068490 12.146400 7.915650 
497 1 3.675900 12.273900 12.440800 
546 1 11.702000 11.407400 3.280700 
867 2 9.892490 10.652600 0.569496 
389 1 6.626750 4.838010 11.806100 
424 2 12.822200 9.508920 6.000500 
403 2 6.617960 4.228970 2.138490 
610 1 4.635560 11.730000 7.596140 
914 1 12.706500 7.120850 12.601400 
789 1 6.557390 11.766500 7.500040 
1284 2 10.769100 5.380720 1.111180 
1998 1 5.243140 0.534872 7.125550 
548 2 11.473700 12.200300 2.972290 
269 1 3.480170 9.088360 6.280360 
270 1 2.408770 9.718360 6.642460 
271 2 3.188540 9.338370 6.473100 
272 2 2.935270 9.317850 6.571600 
324 2 8.495400 8.114650 1.938880 
917 1 9.144210 10.419200 12.343600 
581 1 6.855950 3.304090 2.142860 
584 2 6.643660 4.425440 2.293330 
603 2 6.803640 0.270432 0.021791 
1858 1 3.099810 8.824080 11.000600 
1833 1 1.161730 4.387310 11.121200 
602 1 6.029740 -0.599897 0.112555 
1450 1 4.517870 2.818080 8.240990 
184 2 1.740120 4.189080 0.597224 
992 2 0.926427 0.860572 9.947260 
1250 1 12.951500 5.855760 5.655890 
902 1 11.649200 8.286380 2.612700 
1042 1 9.938510 9.320730 6.196550 
823 2 9.344680 4.859400 5.167940 
697 1 8.160700 13.266000 4.590540 
549 1 0.790844 11.530300 8.479560 
547 2 11.546700 12.046300 3.220400 
223 2 4.200030 0.677626 11.037800 
904 2 11.627000 8.418990 2.243410 
1041 1 8.450770 9.111010 6.265810 
1816 2 9.960850 0.936672 12.701400 
461 1 7.227070 10.746600 4.613720 
208 2 4.753580 6.058920 8.725940 
520 2 10.208500 7.291550 13.227900 
499 2 3.745070 11.943500 13.027300 
57 1 3.497590 9.539050 9.338500 
1452 2 3.917300 2.709740 8.890350 
1043 2 9.556330 9.251710 6.175530 
1269 1 12.989800 1.918860 10.118700 
1983 2 1.393680 4.650570 0.595907 
790 1 5.606850 13.120700 8.011320 
390 1 8.663430 4.892120 11.920300 
1832 2 3.211250 5.148780 5.670990 
2 1 2.775770 5.186890 -0.092326 
224 2 3.913850 0.531739 10.852700 
901 1 12.051200 8.909860 1.447190 
832 2 12.277300 2.517990 6.448640 
2000 2 2.385130 5.322610 12.543300 
487 2 8.643910 10.525900 9.207820 
824 2 9.588420 4.666620 5.373640 
402 1 5.583450 4.765530 1.774970 
991 2 0.917401 0.927183 9.778400 
550 1 1.321610 12.553700 7.675820 
858 1 10.425700 7.801090 9.634780 
1271 2 12.385700 1.335500 9.858450 
210 1 7.536290 4.432620 10.439300 
834 1 12.316800 3.653760 2.928370 
673 1 6.459370 4.558020 7.273750 
792 2 5.616810 12.400900 7.288960 
488 2 8.574470 10.580100 9.064010 
1134 1 3.800860 7.654900 2.651700 
58 1 4.559820 9.972140 10.681900 
64 2 2.342080 11.695900 4.514700 
668 2 1.597640 6.636820 8.056430 
979 2 11.645100 4.127950 12.122900 
829 1 12.155900 2.943120 6.510370 
60 2 3.878790 9.539740 10.269900 
392 2 7.832040 4.322700 11.539800 
291 2 6.960260 12.185700 12.515900 
59 2 3.512790 9.717790 10.359900 
206 1 5.075370 6.359410 8.822800 
446 1 5.750650 8.208860 0.436739 
257 1 6.919400 8.228590 11.521200 
212 2 7.815840 4.599260 11.481800 
1984 2 1.899290 4.640890 0.429278 
365 1 1.957630 1.297640 6.893850 
543 2 3.951140 1.779150 3.883980 
