id type x y z 
5 1 1.568730 1.808460 4.353610 
314 1 3.748780 12.101100 10.769600 
1831 2 2.170540 5.965630 6.196180 
1887 2 3.577020 12.228800 4.831390 
517 1 6.230270 11.181400 10.267400 
1040 2 11.467700 6.864870 12.941600 
788 2 11.464800 0.667232 4.059350 
213 1 3.907880 5.476070 13.384500 
1822 1 2.865050 6.895970 2.127160 
316 2 3.934190 12.565300 10.023200 
21 1 3.936720 5.443160 2.042400 
642 1 11.358900 4.156410 4.270150 
1823 2 3.013670 5.930120 2.516040 
839 2 11.042700 2.721340 8.011050 
185 1 0.197837 1.614870 5.461300 
681 1 9.022490 10.208400 3.930810 
590 1 8.149350 3.365200 5.144120 
1830 1 1.802680 5.380010 7.000490 
263 2 2.686340 10.630900 2.196130 
859 2 10.483300 4.577990 10.728900 
240 2 5.149890 2.330090 11.205400 
434 1 7.365910 3.867240 12.625300 
1821 1 3.207410 5.986390 3.489240 
244 2 7.316650 8.569030 1.027870 
206 1 5.121330 6.894770 6.387460 
208 2 5.560970 6.621370 6.575230 
1824 2 3.103660 6.118110 2.575480 
613 1 9.936470 0.084007 11.889000 
433 1 7.502450 4.978710 11.973300 
623 2 13.060200 4.139260 1.214690 
221 1 4.312160 1.557330 2.349560 
660 2 12.570600 3.279180 13.135100 
229 1 3.862100 6.101660 9.314020 
230 1 2.874530 5.398640 9.833730 
231 2 3.432050 5.681090 9.478860 
232 2 3.496640 5.732460 9.642120 
435 2 7.185710 4.539770 12.271800 
661 1 10.671700 7.255890 1.337970 
1859 2 0.376783 7.028500 11.444400 
8 2 0.338237 2.171490 4.724950 
245 1 5.672090 9.449840 4.605330 
246 1 5.903020 8.770370 3.444150 
247 2 5.780360 9.190330 4.042780 
248 2 5.935220 9.089080 4.032300 
253 1 3.203660 8.585870 9.343680 
254 1 2.933450 9.963500 8.745250 
255 2 3.134120 9.219450 9.114820 
256 2 3.004480 9.121560 9.119390 
895 2 8.026670 13.258200 7.969360 
261 1 2.724620 10.041900 1.983720 
614 1 8.196840 0.209384 12.183500 
1820 2 0.161548 1.882730 12.989600 
269 1 2.564670 9.755260 5.229270 
270 1 1.833180 8.582390 5.641300 
271 2 2.217510 9.066740 5.498520 
272 2 2.233620 9.099190 5.321500 
794 1 8.920820 1.063960 10.933300 
214 1 3.538250 5.606820 12.050100 
837 1 10.683700 2.989420 8.544020 
382 1 7.812100 0.493710 3.106250 
488 2 7.027330 12.553000 4.495810 
58 1 0.699769 7.878490 11.611500 
1037 1 11.218500 6.707790 13.390300 
1841 1 1.969860 5.282590 2.348540 
289 1 1.888140 12.801700 7.100850 
290 1 0.966841 11.946900 7.579700 
291 2 1.284380 12.235800 7.416110 
292 2 1.397860 12.383800 7.289730 
657 1 12.825100 3.056270 12.698000 
622 1 12.649100 4.398830 0.697586 
222 1 4.611640 2.663570 2.855300 
1815 2 0.952681 3.537970 8.799780 
1814 1 1.510500 3.396590 8.440730 
699 2 6.584520 7.005050 9.755940 
315 2 3.773640 12.681500 10.167200 
795 2 9.053540 0.854185 11.799300 
616 2 9.110980 0.606786 11.975700 
787 2 11.566700 0.682613 4.044110 
421 1 9.464790 3.031000 1.659970 
265 1 5.764990 11.422300 0.470948 
1997 1 0.379271 2.099210 11.764200 
904 2 12.925600 11.688000 2.778200 
200 2 0.560233 2.209990 13.232900 
880 2 9.518150 7.983480 10.755100 
186 1 0.532543 3.283250 4.923330 
902 1 13.191200 11.949600 2.203960 
518 1 7.503650 10.867900 10.776800 
684 2 9.423730 10.305100 3.302740 
390 1 5.688900 2.639240 5.926390 
1832 2 2.008760 5.742840 6.305420 
238 1 4.353400 1.804020 11.007300 
592 2 8.411040 3.025250 5.344170 
469 1 5.892520 11.458200 7.292930 
470 1 4.910430 10.398100 7.160110 
471 2 5.279300 11.004600 7.095350 
472 2 5.328280 10.891400 7.159710 
473 1 5.072100 9.297400 12.339200 
19 2 0.477627 1.854090 13.184200 
475 2 4.427140 8.952350 12.584200 
476 2 4.633290 8.863490 12.622400 
793 1 9.285920 1.388290 12.584000 
1038 1 12.046900 7.098510 12.417100 
210 1 4.161320 2.494760 5.501480 
241 1 7.189770 7.943040 0.925825 
1999 2 0.291507 1.940270 12.978800 
486 1 7.113340 13.327200 3.948560 
487 2 7.185380 12.675100 4.296090 
2000 2 0.555637 1.897950 13.562100 
493 1 8.105010 10.024400 7.346890 
494 1 9.052810 8.956570 7.263140 
495 2 8.620040 9.369730 7.372260 
496 2 8.569360 9.550410 7.378420 
842 1 12.838500 8.996940 0.047325 
442 1 6.568530 6.060150 3.929910 
392 2 4.665780 2.509620 6.201060 
207 2 5.704880 6.644830 6.455030 
1116 2 12.777200 10.149800 12.245900 
424 2 9.317820 3.607160 1.225260 
589 1 9.066450 2.484480 5.896350 
591 2 8.512940 3.111170 5.432250 
212 2 4.821970 2.678660 6.277240 
1888 2 3.644100 12.341700 4.649800 
215 2 3.756350 5.468240 12.755500 
223 2 4.498750 2.079960 2.466840 
441 1 7.065270 5.287860 2.892530 
1097 1 9.546980 10.118500 13.104000 
239 2 5.016770 2.439120 11.076900 
423 2 9.388310 3.316460 1.284150 
682 1 9.839590 10.271000 2.865630 
389 1 4.515020 3.880800 6.566840 
1093 1 13.170100 6.222800 7.160380 
615 2 8.913470 0.757040 11.905500 
633 1 7.045610 3.160280 8.659140 
634 1 7.734750 4.026060 9.471220 
635 2 7.413960 3.455200 9.100860 
636 2 7.470570 3.540890 9.163690 
786 1 11.014000 0.980921 3.970590 
23 2 3.020790 5.939530 2.559630 
641 1 12.316900 4.781930 5.050800 
624 2 13.021200 4.244290 1.520740 
901 1 12.808300 11.275700 3.252080 
1829 1 2.041180 6.179680 5.762350 
297 1 1.291970 10.597700 11.608800 
299 2 1.849800 10.539400 12.164300 
665 1 9.337260 7.742310 5.374410 
666 1 9.915320 6.752850 4.826290 
667 2 9.712530 7.339540 4.985560 
668 2 9.627440 7.283340 5.147040 
673 1 9.850810 4.959890 7.651960 
674 1 9.942970 6.256150 8.137290 
675 2 9.896920 5.876130 7.919200 
676 2 9.888010 5.852900 7.957970 
796 2 8.818450 0.783836 11.978700 
862 1 13.268100 7.988150 4.186260 
1121 1 11.135000 13.438400 0.247329 
683 2 9.314780 10.306600 3.283550 
698 1 6.703370 7.620180 10.113200 
20 2 0.295151 2.336530 13.042100 
785 1 11.958200 0.243247 4.309740 
1813 1 0.340399 3.650650 9.132630 
519 2 6.914990 10.909100 10.553300 
216 2 3.738130 5.313190 12.793500 
1802 1 1.830590 2.384610 0.842456 
197 1 0.703584 3.566150 13.077500 
209 1 4.627170 2.013770 6.992450 
1077 1 12.780900 9.444320 8.416990 
1039 2 11.615600 6.849710 12.831300 
1113 1 12.235000 10.195300 11.996700 
662 1 11.055000 6.163360 2.046940 
1858 1 0.310683 6.278560 12.092200 
1079 2 12.647200 9.094030 8.990710 
1819 2 0.524245 2.294830 13.315100 
659 2 12.438700 3.183020 13.227600 
237 1 4.689100 3.299700 11.799400 
838 1 11.715100 2.487950 7.730750 
840 2 11.153300 2.670670 8.173710 
443 2 6.880500 5.651740 3.232430 
7 2 0.462235 2.276500 4.633950 
858 1 10.249600 4.850550 10.578000 
1969 1 2.472120 0.363297 9.382670 
1885 1 4.390710 12.233300 4.670050 
205 1 6.200990 6.421480 6.752200 
391 2 4.801520 2.732890 6.190040 
879 2 9.763690 8.454660 10.509100 
188 2 0.488659 2.064680 4.510480 
877 1 9.555020 8.330760 10.117300 
885 1 12.131300 9.959370 5.911570 
886 1 11.407500 11.140700 6.156150 
887 2 11.681000 10.536800 5.980950 
888 2 11.965500 10.479200 6.068180 
485 1 7.170960 12.078000 4.661890 
224 2 4.394150 2.075110 2.681380 
664 2 10.717800 6.850480 1.669880 
24 2 2.984010 5.859680 2.564770 
267 2 6.324140 11.521500 0.828132 
187 2 0.562161 2.211110 4.669020 
298 1 2.343030 10.490500 12.586500 
1115 2 12.845600 9.981240 12.320300 
1816 2 0.969894 3.533440 8.856380 
893 1 8.400060 12.647100 8.220970 
300 2 1.932830 10.491500 11.961400 
264 2 2.428780 10.648100 2.036350 
422 1 9.208460 4.043280 0.731290 
720 2 10.298100 11.951400 10.020400 
242 1 7.565490 9.243430 0.773603 
1998 1 0.804020 0.371791 12.950100 
718 1 10.653000 11.632800 9.680150 
262 1 2.243140 11.363500 2.221780 
