id type x y z 
44 2 1.730440 12.285200 2.321680 
1801 1 3.372950 5.305280 0.368694 
1831 2 5.820880 7.909440 3.657150 
1803 2 2.886960 4.617440 1.717180 
729 1 9.461100 12.984400 9.759370 
111 2 0.144520 7.626990 10.766700 
668 2 2.018480 4.516770 9.596080 
444 2 5.828920 12.122600 9.018370 
519 2 7.455930 4.568250 12.097000 
861 1 8.376170 6.519500 9.317780 
313 1 7.219780 11.239100 12.488800 
698 1 9.277410 10.433900 9.244110 
569 1 12.540200 2.737070 7.942090 
1885 1 5.417780 13.132100 3.307220 
182 1 7.306950 4.197710 7.674170 
314 1 7.280160 11.318200 11.175600 
62 1 0.513204 8.129100 4.730020 
1830 1 5.775120 8.315870 3.384810 
266 1 6.337380 10.487900 5.561140 
1044 2 12.313800 6.749960 7.849580 
604 2 10.532900 1.804160 0.860128 
725 1 5.380090 12.119000 0.860086 
700 2 8.733960 10.016300 9.137120 
474 1 4.434900 3.258480 12.873900 
381 1 9.988990 0.543961 6.028200 
727 2 5.435860 12.284300 0.470360 
265 1 5.934500 11.588500 5.619060 
416 2 11.222300 0.853974 11.487300 
518 1 7.540140 3.857610 12.066600 
1283 2 12.999000 10.540800 2.308820 
822 1 11.110100 5.054880 1.785030 
47 2 2.790400 11.659000 11.124200 
229 1 5.598470 4.863410 10.466300 
230 1 7.696250 5.266110 7.201640 
231 2 7.693760 4.797010 7.420960 
232 2 7.627250 4.844480 7.382660 
110 1 0.119807 7.580630 9.935760 
661 1 11.655700 4.016510 5.523780 
201 1 8.673570 1.344400 5.429530 
244 2 10.529700 7.909840 1.536210 
728 2 5.800490 12.394800 0.294321 
1842 1 1.333830 12.400200 3.292220 
831 2 13.270100 1.913470 3.785810 
389 1 7.728890 2.156680 10.001000 
243 2 10.585800 7.976950 1.520460 
403 2 7.800000 4.373930 3.135270 
1864 2 1.387520 8.424000 4.753870 
22 1 1.928950 12.517600 1.958930 
789 1 9.105160 7.662850 5.315490 
782 1 11.255600 2.152440 1.159050 
1998 1 5.796450 1.872040 6.294990 
382 1 9.766460 2.473580 6.276750 
269 1 5.912160 7.811450 8.177200 
270 1 6.148170 8.775480 7.060060 
271 2 6.046120 8.244210 7.623510 
272 2 6.057110 8.433060 7.313590 
442 1 6.299670 11.692700 8.809940 
590 1 7.687230 10.764600 2.280390 
581 1 8.635870 4.663030 3.809770 
584 2 7.598520 4.408220 3.048450 
857 1 11.645900 7.889210 11.569700 
1844 2 1.366970 12.268000 2.421820 
517 1 7.640110 5.161940 12.463300 
473 1 5.111770 2.849900 5.130180 
1450 1 3.818810 5.277650 6.460040 
184 2 2.327940 4.831140 1.547670 
203 2 9.379210 1.089330 6.007970 
1609 1 2.769600 3.616080 2.155250 
42 1 0.327390 8.838080 2.130690 
1042 1 12.083500 6.340330 7.899930 
19 2 3.147080 2.022220 12.989500 
699 2 8.757980 10.009800 9.183480 
552 2 1.946600 11.782900 8.004270 
666 1 2.550680 4.049140 9.097170 
242 1 10.133000 7.586180 1.540170 
315 2 7.271750 11.380600 11.715700 
1041 1 13.016600 7.431760 7.650080 
323 2 10.151200 11.657700 -0.109784 
596 2 11.364700 0.823155 11.569100 
208 2 5.191880 5.447340 10.079000 
413 1 12.224400 1.202490 11.153100 
917 1 12.302900 10.013500 10.388100 
603 2 10.541700 1.668830 0.631633 
1452 2 4.239860 5.608910 6.147440 
1043 2 12.688700 7.034040 7.874650 
667 2 2.118260 4.588410 9.594060 
1983 2 2.838200 4.881470 1.659760 
790 1 10.381200 8.546100 4.533020 
390 1 6.427460 2.519410 9.398820 
1832 2 6.001460 7.739720 3.853180 
708 2 3.799710 9.230030 1.082840 
1888 2 4.906200 13.312100 3.481660 
268 2 6.338640 10.915100 5.619940 
1958 1 3.132840 0.630063 12.233900 
914 1 11.419700 3.803520 13.046400 
1965 1 1.559480 -0.051831 2.005940 
824 2 11.716900 4.920170 1.886400 
402 1 7.410450 5.156190 2.860480 
919 2 12.455400 10.851300 10.149300 
309 1 11.498600 12.574500 12.501900 
601 1 10.095200 0.980942 1.358460 
446 1 7.216180 8.160250 0.126994 
210 1 6.700310 1.570200 10.809400 
1094 1 10.826900 11.866900 7.480940 
673 1 9.973170 4.164470 9.217490 
792 2 9.898300 8.238570 5.523050 
572 2 12.909300 3.050010 7.607930 
541 1 5.434630 0.379195 3.068490 
1845 1 1.857220 5.719450 1.164170 
64 2 1.286220 8.956550 4.753890 
859 2 11.567500 7.568580 11.228000 
1843 2 0.477254 9.205950 2.287150 
241 1 11.011600 8.377280 1.474700 
830 1 12.540000 2.183610 3.462190 
392 2 7.123470 1.793800 9.480010 
253 1 4.698190 7.933720 11.127500 
1425 1 0.423219 1.224140 9.006960 
206 1 4.711170 5.750870 9.754300 
185 1 0.687667 4.163670 5.934620 
697 1 8.389110 9.482900 8.646810 
212 2 7.001320 1.758080 9.868360 
112 2 -0.024758 7.661070 10.768400 
365 1 1.854540 1.785600 4.469490 
