id type x y z 
24 2 0.746882 6.441810 2.103090 
643 2 11.443800 4.558820 5.930150 
1831 2 2.600270 8.568350 5.584500 
1887 2 4.723520 11.129700 4.447060 
375 2 5.657550 1.127440 10.303900 
188 2 1.175190 3.166500 4.940220 
788 2 11.613900 1.414720 4.403620 
659 2 12.340300 3.417050 13.028500 
1823 2 0.812446 6.436150 2.183290 
316 2 3.999000 12.364200 10.888300 
881 1 10.074200 11.858800 0.676229 
374 1 5.830380 1.192200 10.896000 
660 2 12.369800 3.291770 13.066700 
1885 1 4.241290 10.914400 4.506000 
1892 2 0.580578 12.947300 9.156620 
200 2 0.632040 -0.080400 12.568600 
590 1 9.319310 3.807800 3.020050 
1830 1 2.549640 8.381720 5.042850 
263 2 7.465010 9.762620 1.933200 
859 2 9.966560 5.030410 10.381800 
1038 1 10.753100 6.339010 12.914500 
609 1 9.339920 1.970900 6.950600 
1057 1 13.574900 6.931940 10.284100 
237 1 7.940060 0.402128 12.011900 
206 1 5.230260 4.305300 3.129900 
208 2 4.757200 4.631760 3.136160 
267 2 4.685000 11.778400 0.350859 
266 1 5.100470 12.409800 0.646555 
790 1 8.461240 1.914430 8.281300 
5 1 1.799340 2.465300 4.548040 
221 1 4.944020 1.403160 2.990000 
1064 2 11.932500 10.178500 6.394090 
229 1 3.669750 5.373430 7.542760 
230 1 3.992210 4.794740 6.433980 
231 2 3.831010 4.952230 7.018810 
232 2 3.788810 5.115940 6.940840 
199 2 0.969109 0.001646 12.468100 
661 1 9.032450 7.793330 3.687250 
268 2 4.659250 11.768600 0.528778 
187 2 1.165550 3.234440 4.921600 
1926 1 1.119910 11.984500 5.206150 
888 2 9.458720 12.102700 8.449180 
613 1 9.500710 1.329530 11.477300 
389 1 5.162870 1.568460 5.082160 
253 1 4.686960 9.248600 11.170500 
254 1 4.378990 8.583840 12.394000 
255 2 4.695440 8.895370 11.555600 
256 2 4.471060 8.955400 11.798700 
837 1 12.889400 2.901200 8.932540 
261 1 7.892250 9.721090 1.341080 
642 1 11.176800 5.097680 6.642910 
614 1 9.297460 0.358396 13.261800 
269 1 4.415820 9.055450 2.449930 
270 1 4.186320 7.769410 1.970890 
271 2 4.252680 8.160020 2.187500 
272 2 4.260420 8.457310 2.270950 
422 1 11.256100 6.236540 1.322740 
1801 1 0.763169 1.488560 0.970516 
1270 1 10.942100 9.502270 9.766740 
313 1 4.317200 12.210200 11.504500 
475 2 4.419770 4.220890 11.719300 
1102 1 12.924900 12.680000 0.931592 
46 1 -0.076274 6.100970 6.241060 
644 2 11.380200 4.645150 5.933460 
273 1 1.060260 10.545800 11.509900 
290 1 2.614600 10.529100 8.223520 
291 2 2.987800 10.476500 8.306650 
292 2 3.066300 10.499400 8.213230 
310 1 0.241444 9.438290 8.713330 
49 1 1.430860 6.204710 8.455930 
222 1 3.859030 1.281600 2.143610 
1815 2 2.095500 2.469530 8.612480 
1814 1 1.673930 1.959450 9.258590 
699 2 5.458180 7.288400 8.693320 
315 2 4.234260 12.332200 11.079500 
186 1 0.634023 3.744530 4.304060 
201 1 8.412860 0.284924 4.586020 
787 2 11.607800 1.444420 4.400260 
1889 1 0.264342 12.676300 9.582930 
1269 1 10.332700 9.048640 11.032400 
247 2 9.817970 12.978200 3.401950 
474 1 4.337520 4.171200 11.155500 
883 2 9.758970 11.996200 0.165562 
23 2 0.812487 6.507040 2.214490 
1042 1 12.534100 6.824480 4.821120 
887 2 9.350350 11.912900 8.616060 
181 1 1.429050 3.479350 0.576956 
376 2 5.317870 1.163180 10.348200 
390 1 5.242220 2.690250 6.243090 
1832 2 2.763600 8.704110 5.586450 
265 1 4.365900 11.396000 0.194149 
592 2 8.551700 3.614920 3.064200 
435 2 7.294530 4.497450 12.943700 
6 1 0.414545 2.724850 5.599950 
616 2 9.049300 0.690069 11.895300 
792 2 9.453560 1.452310 7.986030 
861 1 8.676140 7.340600 6.849680 
839 2 12.508000 3.277160 9.453930 
1271 2 10.653100 9.198330 10.315300 
1925 1 1.954480 12.951400 5.814890 
796 2 9.214330 0.501644 11.869000 
476 2 4.374760 4.282840 11.625200 
210 1 6.385900 1.402210 6.277260 
841 1 11.634700 10.204000 2.467590 
1094 1 12.055900 7.402690 8.251360 
843 2 11.381400 9.811750 2.797220 
602 1 11.628800 2.338460 1.324790 
487 2 8.351030 10.844300 5.771490 
493 1 6.500030 10.740000 8.245270 
494 1 6.425990 11.032800 9.483680 
495 2 6.346600 10.812600 8.890590 
496 2 6.376740 10.805300 8.955940 
