id type x y z 
520 2 4.679840 10.314700 12.784600 
643 2 12.713800 4.080160 5.707410 
1831 2 2.860120 7.509530 4.968060 
1887 2 3.610060 11.761800 2.930800 
682 1 9.554860 8.089060 0.453204 
188 2 1.200960 2.807910 4.414100 
788 2 11.346800 1.379560 4.175930 
602 1 11.413300 0.214182 0.432703 
1822 1 1.552480 7.192100 0.479588 
316 2 3.199350 12.830200 10.091500 
21 1 1.055210 5.766410 1.097690 
51 2 0.573102 7.576370 7.455690 
1823 2 0.868780 6.690780 1.140320 
1885 1 3.559520 11.116600 3.123360 
838 1 12.923400 4.797910 9.951570 
793 1 9.306640 1.185210 13.090300 
590 1 8.013880 3.401230 4.455960 
1830 1 2.228930 7.453120 5.156990 
263 2 7.197770 10.901600 2.000540 
859 2 9.727580 4.984150 10.656200 
240 2 4.434810 3.403390 12.320900 
245 1 9.912100 12.392300 3.576670 
614 1 9.760530 0.930671 11.237400 
830 1 13.076800 0.169023 7.250980 
206 1 3.766540 5.311390 3.287590 
208 2 4.854450 4.931700 3.508490 
1824 2 0.869910 6.790090 0.954145 
1997 1 0.696426 1.234570 10.691500 
518 1 4.029670 10.620600 12.237600 
5 1 0.454487 2.421950 4.864270 
221 1 3.834950 1.431840 1.608150 
1064 2 13.091600 10.285100 5.004520 
229 1 5.201410 6.650780 7.220410 
230 1 4.807720 5.519480 6.408410 
231 2 5.006790 5.958410 6.845740 
232 2 4.940190 6.228230 6.945480 
1104 2 13.083600 12.577800 1.956860 
661 1 10.041500 6.460260 4.067760 
309 1 1.625840 11.442700 6.573980 
187 2 1.163340 2.734460 4.610310 
276 2 0.503269 10.123400 10.880300 
839 2 12.940500 4.407970 9.308980 
247 2 9.746190 12.565800 4.015640 
248 2 9.919840 12.725000 4.114600 
253 1 4.180700 9.189890 9.560570 
254 1 3.040300 8.481780 9.291450 
255 2 3.421710 8.839810 9.432790 
256 2 3.699190 8.670780 9.499530 
310 1 1.942000 11.609000 7.997410 
261 1 7.433500 10.407400 1.859570 
642 1 12.925500 3.608010 5.371870 
217 1 5.086640 3.470940 12.596100 
269 1 4.083620 8.461850 2.513020 
270 1 5.160390 8.441870 1.696100 
271 2 4.682210 8.516590 1.975630 
272 2 4.384950 8.491410 2.150750 
422 1 10.093700 4.060530 1.277210 
660 2 12.079000 2.886420 12.826000 
517 1 5.012940 10.238200 13.223200 
313 1 3.241790 12.208300 10.177200 
475 2 4.763030 6.469970 11.393900 
1818 1 0.449269 2.625200 12.111100 
902 1 12.049600 12.715300 6.684820 
644 2 12.663100 4.154800 5.548400 
185 1 1.561480 2.118790 3.461740 
290 1 4.229410 10.695300 5.884540 
291 2 4.504840 9.958520 6.216630 
292 2 4.247370 10.076700 6.062160 
274 1 0.042937 9.725290 10.728800 
64 2 0.443708 10.214500 3.304670 
222 1 4.413800 1.937350 2.629640 
1815 2 2.397470 3.964560 8.675780 
1814 1 2.205130 3.315750 8.997800 
699 2 7.103340 7.226280 9.337900 
315 2 3.110950 12.905000 10.103000 
186 1 0.810908 3.733390 3.688410 
273 1 1.217630 10.659100 11.153000 
787 2 11.195300 1.147560 4.120800 
581 1 8.000550 2.459330 0.403393 
695 2 8.116460 8.464050 12.673300 
1270 1 13.229900 9.632910 8.147740 
474 1 4.461460 7.146100 10.687900 
57 1 1.183280 5.592990 10.616200 
1044 2 13.229200 7.433930 3.741300 
6 1 1.950710 2.961230 5.042240 
312 2 1.875190 11.637200 7.398540 
246 1 9.772780 13.279600 4.450840 
62 1 0.338022 10.799000 3.966710 
390 1 4.896300 2.298150 6.918680 
1832 2 2.796140 7.404010 4.827220 
238 1 5.489270 6.500220 11.753700 
592 2 7.891770 3.218990 4.081120 
59 2 0.844193 6.069460 11.227500 
1101 1 13.199600 12.003700 2.195860 
616 2 8.916200 1.123710 12.045200 
792 2 10.240000 1.909490 7.826930 
861 1 11.131300 8.747990 5.805890 
1858 1 1.151310 7.058140 11.471500 
1041 1 13.079400 6.723200 4.086800 
870 1 11.951200 6.727060 0.115839 
796 2 8.914420 1.149400 11.920900 
476 2 4.902030 6.548010 11.517000 
210 1 6.175600 2.282250 5.699650 
841 1 10.134900 9.594560 2.915880 
789 1 10.008900 1.193890 8.899200 
843 2 10.755400 9.527140 2.725520 
373 1 4.674740 0.927611 10.308100 
487 2 7.381030 11.008100 5.225460 
493 1 6.670450 10.635400 9.268070 
494 1 6.391200 11.353600 10.430500 
495 2 6.435480 10.939100 9.946200 
496 2 6.463730 10.800300 9.651310 
1080 2 10.561800 8.351750 10.075800 
442 1 7.796350 5.425770 1.710920 
392 2 5.267030 1.891280 6.251430 
207 2 4.410080 4.995420 3.529110 
693 1 7.473280 8.264060 12.609800 
424 2 10.536500 3.502790 1.419510 
589 1 7.812660 2.984170 3.243700 
591 2 7.784970 3.199910 3.969320 
212 2 5.298480 1.585000 6.033500 
1888 2 3.799350 11.784100 3.044350 
842 1 11.319100 9.140520 2.505950 
223 2 4.259400 1.581330 2.283880 
441 1 7.717470 6.537890 1.107680 
648 2 4.285630 4.820310 0.029283 
239 2 4.496060 3.228010 12.350300 
423 2 10.470100 3.648000 1.560050 
641 1 12.485100 4.720800 5.903110 
389 1 4.584420 1.594380 5.512400 
862 1 9.856590 9.259010 6.286210 
1103 2 13.011600 12.836100 1.823120 
633 1 6.808910 4.106870 10.057700 
634 1 6.282230 3.348670 9.043070 
635 2 6.676280 3.891060 9.751250 
636 2 6.415950 3.958300 9.549240 
786 1 11.387800 0.746904 3.797290 
23 2 0.885023 6.703910 1.098970 
374 1 4.468500 0.224446 9.290560 
871 2 12.233400 6.904240 0.694585 
885 1 8.678450 11.628900 7.662490 
1829 1 3.567780 7.366370 4.721370 
199 2 0.020126 1.178220 11.843200 
795 2 9.048030 1.096790 11.895500 
665 1 7.180030 6.746500 4.287390 
666 1 7.281300 8.040560 4.885230 
667 2 7.336340 7.625370 4.603430 
668 2 7.087880 7.581740 4.626040 
673 1 9.260810 6.427590 6.994570 
674 1 9.193990 5.019550 7.191370 
675 2 9.339350 5.706240 7.143700 
676 2 9.104340 5.769990 7.146230 
486 1 6.738390 10.853600 5.516140 
863 2 10.352500 8.929240 6.094460 
610 1 9.256500 1.842730 7.434500 
488 2 7.134270 10.908800 5.227630 
698 1 7.302410 7.610560 9.533870 
663 2 10.272900 5.994730 3.764880 
785 1 10.934300 1.871200 4.579550 
1813 1 2.699380 4.454400 8.257310 
519 2 4.589800 10.175400 12.821700 
8 2 1.276580 2.882610 4.354860 
684 2 9.004750 8.156080 0.139284 
1078 1 10.685300 7.591440 10.240600 
209 1 5.650270 0.856606 6.496170 
1077 1 10.500800 8.905820 9.871100 
657 1 11.940700 3.359800 12.747000 
182 1 0.679091 1.999950 0.077496 
662 1 10.663200 5.462730 3.448880 
658 1 12.101400 2.097200 12.539900 
1079 2 10.601200 8.281170 10.109400 
375 2 4.597970 0.525204 9.891720 
1272 2 13.284100 10.392300 8.732040 
473 1 4.156890 5.723310 11.625100 
612 2 9.905200 1.932240 7.660020 
311 2 1.704540 11.455600 7.035580 
443 2 7.703100 5.775540 1.482910 
1864 2 0.365094 10.239500 3.344140 
858 1 9.587830 4.766290 10.062200 
659 2 11.981100 2.829480 12.724400 
1269 1 13.248400 10.809900 9.150100 
205 1 5.303510 4.771310 3.596030 
391 2 5.210340 1.737490 6.428450 
1110 1 11.974100 12.987200 10.032900 
485 1 7.691500 11.125500 4.703300 
877 1 11.825100 9.066120 12.928300 
1862 1 0.846075 9.556310 3.559650 
886 1 9.353380 12.244000 8.573960 
887 2 9.024470 11.853600 8.194250 
888 2 9.064060 11.956500 7.943630 
421 1 10.798400 3.001730 1.610300 
224 2 4.175230 1.571160 2.036170 
664 2 10.344900 5.926610 3.813050 
24 2 0.860849 6.666210 0.940333 
611 2 10.103600 1.926370 8.071710 
237 1 3.879110 2.931010 12.247600 
696 2 7.800800 8.558490 12.785800 
49 1 1.238560 7.624550 7.504080 
1816 2 2.500640 3.899550 8.799650 
7 2 1.114130 2.876400 4.456140 
790 1 10.505200 3.005890 8.152470 
264 2 7.202790 10.914600 2.074480 
794 1 8.250100 0.267322 11.861700 
720 2 9.031740 11.838500 11.732100 
1821 1 0.916869 7.029210 2.053380 
646 1 4.838640 4.653050 0.587381 
718 1 9.876070 11.348600 11.513500 
262 1 6.723650 11.350700 2.334680 
683 2 9.039750 8.275540 0.112949 
791 2 10.251700 1.720460 7.953890 
719 2 9.447680 11.759600 11.738600 
864 2 10.484000 9.117630 6.212670 
1886 1 3.710800 12.310900 2.828910 
615 2 8.759060 1.085340 12.007300 
860 2 9.767120 4.940360 10.739900 
700 2 7.260350 7.142890 9.362780 
444 2 7.749020 5.916590 1.529430 
1863 2 0.742130 10.200500 3.543780 
844 2 10.672200 9.279810 2.622060 
697 1 7.201590 6.298330 9.034870 
609 1 10.957200 1.250220 7.300970 
857 1 9.775530 5.118690 11.337800 
1063 2 13.087400 10.340600 5.156810 
211 2 5.250590 1.769190 6.078850 
717 1 8.896310 12.130900 11.773800 
694 1 8.565010 8.895650 12.830400 
289 1 4.416380 9.447780 6.299980 
60 2 1.006080 6.277540 11.278900 
1061 1 12.524700 10.143300 5.205210 
1859 2 0.968766 6.459330 11.588100 
837 1 12.855900 4.101740 8.768680 
840 2 12.836200 4.392260 9.259350 
1271 2 13.173600 10.329800 8.704720 
275 2 0.586834 10.155400 11.050100 
61 1 0.347380 10.695100 2.419680 
613 1 8.515620 2.146660 11.724100 
376 2 4.573490 0.453588 9.629220 
647 2 4.299270 4.770410 0.233188 
52 2 0.862671 7.596810 7.297760 
50 1 0.065904 7.599620 7.323610 
58 1 0.296808 5.888810 12.301000 
869 1 12.553200 6.872760 1.253860 
402 1 6.528240 1.508370 0.365839 
433 1 7.728750 5.208890 13.168600 
872 2 12.152600 6.787750 0.697726 
1037 1 10.949100 6.279690 12.962100 
404 2 7.299700 1.999080 0.070268 
1804 2 1.145290 2.074590 24.985300 
1801 1 2.315890 2.568370 25.543400 
1848 2 2.349380 4.691040 21.684300 
1854 1 1.082090 7.815700 17.209100 
1866 1 1.977960 9.632490 21.471000 
652 2 12.893600 3.507430 25.468000 
638 1 10.184800 3.002610 15.246700 
1075 2 13.176900 7.266410 23.645500 
29 1 3.269560 4.580720 18.659100 
31 2 3.473850 5.010830 18.574300 
213 1 3.151520 4.792070 15.621400 
1280 2 12.955400 5.515190 16.670600 
214 1 2.805920 4.960910 14.363500 
1803 2 1.003100 1.963930 25.120400 
876 2 12.246300 11.819700 18.372800 
686 1 11.840800 10.139800 22.091600 
847 2 12.975800 0.232071 22.809300 
873 1 11.996000 11.281700 18.172900 
70 1 5.150010 7.214680 21.238300 
72 2 4.806820 6.995410 21.534300 
1846 1 2.672610 4.754700 22.258300 
439 2 6.595040 4.176150 15.903600 
1835 2 0.699032 2.588380 17.655300 
408 2 7.962930 1.039000 21.030200 
691 2 4.980780 10.835200 23.358900 
915 2 11.810800 8.659670 16.658600 
279 2 4.066860 8.514650 17.996900 
418 1 8.028050 0.735388 17.981300 
297 1 2.504160 10.775200 15.907000 
