id type x y z 
1135 2 10.421500 13.001200 4.068300 
1427 2 2.385080 3.990650 9.232890 
1831 2 1.034160 7.969560 2.571080 
1887 2 2.961470 10.421000 3.782250 
882 1 11.743300 11.649800 0.439989 
1697 1 11.702800 10.819800 9.366300 
1859 2 2.491340 6.177380 12.836900 
444 2 10.082400 8.361200 2.033970 
572 2 10.145900 1.986300 9.140150 
1821 1 0.588069 4.732620 2.613590 
589 1 11.876000 5.900550 3.421210 
94 1 0.038944 7.196860 9.021130 
462 1 5.100790 13.394900 3.169500 
1885 1 2.218420 10.607000 3.663860 
860 2 12.934800 4.530840 11.195800 
1803 2 4.108440 3.535080 0.663023 
614 1 10.700800 0.815112 13.337400 
1830 1 1.373820 7.917900 3.279520 
266 1 4.255340 7.927750 2.213960 
615 2 10.424300 1.814550 12.650000 
570 1 9.572730 1.781300 8.675650 
591 2 12.348700 6.151780 3.721740 
4 2 4.035940 3.300920 0.181466 
382 1 11.194100 2.574160 4.565400 
1898 1 0.849577 12.423900 13.039600 
1820 2 2.466200 1.016840 12.293000 
265 1 5.591040 8.169840 1.844000 
374 1 7.204840 0.532095 9.596340 
276 2 2.429910 10.154300 10.684600 
795 2 10.429300 2.033620 12.822500 
518 1 6.551130 4.234380 11.208100 
1133 1 10.702400 12.677800 3.658760 
229 1 2.194210 5.109720 5.489710 
230 1 3.226370 5.691730 4.744480 
231 2 2.770700 5.266050 5.112070 
232 2 2.814510 5.498310 5.133830 
501 1 4.094530 13.019400 0.989817 
661 1 10.485100 8.328890 5.169490 
1270 1 10.668600 7.034990 12.165500 
244 2 6.885220 10.634100 4.828810 
883 2 11.784300 11.341900 1.086580 
782 1 11.688400 5.390610 0.394173 
470 1 5.695830 12.742300 10.638700 
389 1 7.097820 3.674460 8.080890 
243 2 6.745680 10.726000 4.880740 
403 2 7.449420 5.933210 3.932850 
1981 1 3.256000 2.761360 1.946320 
718 1 10.656700 10.233600 13.214200 
848 2 12.208300 1.460850 1.381610 
612 2 11.619600 5.488120 7.589600 
204 2 10.157600 2.709270 4.582870 
381 1 10.051200 2.060260 3.619930 
269 1 4.190320 8.036720 6.624460 
270 1 4.691210 8.187200 5.266320 
271 2 4.376950 8.075430 6.063820 
272 2 4.565660 7.942420 5.792720 
442 1 10.079400 8.399990 2.716890 
17 1 3.615600 1.556710 13.012400 
581 1 7.537120 6.332130 4.711300 
584 2 7.552020 6.102280 3.905940 
475 2 4.151080 0.527023 7.659170 
609 1 12.517000 4.687920 7.720720 
783 2 10.752600 5.105740 0.114242 
1428 2 2.347750 4.115370 9.148350 
441 1 10.214600 8.633400 1.304460 
290 1 5.417980 10.434700 9.474780 
291 2 5.447020 10.597500 8.767360 
292 2 5.333480 10.601200 8.812730 
519 2 5.740750 4.178670 11.352100 
373 1 7.448950 1.174630 10.818400 
188 2 1.465770 0.940954 5.630780 
93 1 1.362080 6.956460 9.625550 
571 2 10.280100 1.794580 8.974180 
1449 1 -0.060289 3.542710 7.168410 
242 1 7.160120 10.040700 5.127060 
1699 2 12.023700 11.489800 9.569510 
1042 1 12.858000 9.576320 6.151400 
857 1 12.455100 5.001960 11.078200 
551 2 3.842960 13.023200 5.461970 
550 1 3.293760 12.515400 5.426220 
796 2 10.625800 2.073430 12.985800 
1700 2 11.962300 11.513400 9.662900 
20 2 2.591870 0.679409 12.336700 
253 1 4.651650 8.635270 12.309100 
5 1 2.212220 0.947793 4.849990 
859 2 12.981300 4.672590 11.334700 
