id type x y z 
517 1 7.126840 11.996300 7.601870 
809 1 12.860400 6.373840 12.805000 
124 2 11.157000 9.339490 1.947020 
1470 1 11.269400 4.905470 8.158800 
1739 2 10.026200 3.119290 2.484960 
1058 1 8.808860 5.715160 6.180790 
1397 1 12.823600 11.943900 5.001700 
1042 1 11.981800 0.631173 2.963590 
1294 1 5.875670 5.077900 1.325860 
798 1 13.249100 7.233900 5.190220 
303 2 5.557640 5.330320 9.282970 
334 1 4.534880 8.684290 12.609300 
1103 2 5.213660 0.861654 6.631640 
163 2 11.573600 12.282200 8.538270 
375 2 12.977200 1.492150 10.723500 
1929 1 13.157000 5.723730 1.718860 
1068 2 13.046300 11.102300 7.615410 
1558 1 2.548210 12.034600 10.076400 
1024 2 2.015470 10.866600 6.332360 
617 1 1.447840 1.052510 0.613663 
1859 2 1.718940 3.320150 10.919800 
1371 2 6.648760 13.188600 2.915600 
1394 1 2.279790 10.370900 6.412290 
5 1 1.516910 6.680440 11.726500 
328 2 3.631470 5.124200 9.451670 
312 2 1.362140 8.562450 3.591470 
909 1 5.040720 0.065194 4.862490 
800 2 9.998660 1.281080 8.362590 
1915 2 3.059390 5.949020 6.459580 
810 1 5.767880 2.705990 7.275940 
1402 1 12.903500 7.059280 8.906740 
746 1 9.938320 9.164520 5.978130 
1276 2 12.822700 11.595200 0.990902 
158 1 2.246750 3.942390 7.127480 
1217 1 2.771470 11.237800 10.792000 
463 2 3.360560 4.828730 2.188810 
422 1 0.265182 4.932240 11.758200 
32 2 1.456770 12.657600 12.132900 
693 1 6.548820 5.058310 10.681700 
973 1 7.313250 8.453610 6.444430 
1570 1 1.779240 10.523000 3.241750 
1312 2 7.498130 1.183820 5.406210 
1926 1 10.498200 12.430400 12.971700 
1380 2 5.655390 9.154750 6.725470 
1966 1 5.767380 11.566700 6.652020 
256 2 7.166090 1.609940 2.743410 
530 1 3.750630 7.767980 7.411910 
1044 2 5.112610 8.360960 4.920970 
291 2 12.845100 8.780110 10.059300 
862 1 8.076570 4.035940 2.162820 
679 2 10.503900 8.157770 0.550467 
369 1 4.825030 9.071910 1.274790 
195 2 12.638700 4.733560 12.909500 
1725 1 8.750410 10.085900 5.719410 
928 2 4.019890 3.973760 12.462300 
1488 2 7.722500 5.597810 0.968172 
1997 1 7.278120 0.971522 0.340744 
980 2 1.304670 3.139920 10.192700 
164 2 4.262420 9.914090 2.749910 
785 1 0.509605 2.673900 8.336450 
1505 1 8.615700 13.173300 8.292000 
1861 1 0.272244 7.373590 3.815300 
586 1 11.163100 5.782040 6.475390 
727 2 11.654700 6.141620 5.256820 
1952 2 7.936280 4.381980 9.039490 
606 1 12.103800 13.018300 0.020557 
54 1 3.909780 10.426400 1.878010 
830 1 0.346773 10.732400 0.586167 
348 2 10.074800 0.226065 1.691040 
821 1 4.770160 4.731240 9.140680 
1030 1 1.264480 3.900750 10.039600 
61 1 4.842320 1.657390 7.354030 
1800 2 7.025850 8.972510 12.793700 
1421 1 12.987400 2.852740 1.988180 
1496 2 9.985960 11.047700 7.007450 
1682 1 9.895900 8.031810 9.247470 
956 2 1.433210 3.137380 6.913110 
1183 2 3.542940 9.237310 12.848800 
487 2 5.507960 5.965940 9.838200 
578 1 1.342790 3.937180 0.974598 
769 1 0.823702 1.751590 5.224440 
881 1 2.715070 2.221160 8.548090 
1323 2 6.801530 4.346180 2.747070 
18 1 8.669880 9.485180 12.047500 
936 2 12.200700 11.489400 10.455500 
221 1 7.927960 4.186600 7.786820 
1198 1 1.205930 10.185100 12.125700 
968 2 1.710280 9.173070 10.358900 
593 1 1.457060 10.869000 7.705560 
543 2 0.021303 5.837050 11.678800 
1126 1 1.616090 12.004100 6.515090 
1786 1 8.397350 0.044431 5.422850 
289 1 8.920960 7.711500 11.276400 
1490 1 2.409270 5.983010 6.766520 
704 2 12.600900 5.986010 12.729700 
1334 1 6.994120 10.106900 5.243240 
1680 2 5.159380 1.764160 10.074800 
1883 2 1.614230 9.367580 8.075760 
6 1 8.987970 12.189500 1.952710 
548 2 7.587800 8.604480 1.332780 
1295 2 9.916390 10.100800 4.952600 
1234 1 0.667359 11.909000 4.789500 
1094 1 9.353980 7.325450 3.612640 
426 1 10.593500 6.056180 4.588610 
619 2 0.738005 6.851100 8.852520 
97 1 8.668750 13.076800 9.991570 
1033 1 4.477240 6.640360 6.246790 
615 2 1.268570 2.826180 11.394600 
1783 2 0.243129 9.774150 11.050900 
1035 2 2.289760 11.949300 6.500310 
